Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar
31/12/1998,291.7,248.8,34223.6,174.6,449.8,396.1,12413.6,2414.5,291.7,89.7,1094.4,"22,30,627.0",1071.3,10555.9,"40,52,365.1",995.2,"3,53,585.4",248.8,6111.8,291.7,1721,2414.5,449.8,470.7
29/01/1999,287.1,247.6,32530.3,173.9,436.2,397.5,12205.4,2377,287.1,93.2,1077,"24,41,321.0",1054.6,10503.7,"39,86,722.1",979.3,"3,36,997.3",247.6,6611.9,287.1,1718.5,2377,436.2,453.9
26/02/1999,287.3,256.6,33491.7,176.5,430.2,410,12209.1,2378.6,287.3,98.8,1077.8,"25,17,293.1",1055.3,10656.1,"39,88,649.7",980.4,"3,41,057.6",256.6,6640.6,287.3,1756.6,2378.6,430.2,448.8
31/03/1999,286,262.7,34177.2,176.3,433.9,419.1,12136.4,2367.5,286,104,1072.5,"25,51,780.0",1050.3,10717.5,"39,75,095.3",975.5,"3,51,223.7",262.7,6912.5,286,1775.7,2367.5,433.9,453.3
30/04/1999,282.6,264.1,33798,175.5,420.3,423.2,12079.2,2339.8,282.6,108.2,1059.9,"24,28,583.8",1038,10626.9,"39,29,443.1",965.3,"3,40,439.6",264.1,7162.7,282.6,1727.4,2339.8,420.3,439.4
31/05/1999,276.4,259.8,33748.5,171.1,403.9,416.3,11823.4,2288.5,276.4,109.8,1036.8,"21,95,817.4",1015.4,10228,"38,45,477.1",944.4,"3,31,115.7",259.8,6833.9,276.4,1710.5,2288.5,403.9,416.8
30/06/1999,261.3,251.9,31554,163.8,384,401.8,11273.4,2163.2,261.3,108.4,980.1,"19,21,893.2",959.8,9644.2,"36,37,294.5",892.1,"3,05,337.7",251.9,6386,261.3,1590.1,2163.2,384,398.1
30/07/1999,256.1,247.3,30602.1,162.6,380.9,396.7,11083.2,2119.7,256.1,109.7,960.4,"17,31,870.1",940.6,9502.3,"35,71,043.4",875,"3,03,974.7",247.3,6235.4,256.1,1564.5,2119.7,380.9,389.9
31/08/1999,256.7,241.9,29099.3,159.7,383.1,387.1,11153.5,2124.7,256.7,112.4,962.7,"19,04,806.8",942.8,9759.9,"35,82,556.8",877.2,"3,07,569.9",241.9,6361.1,256.7,1573.6,2124.7,383.1,397.8
30/09/1999,264.7,251.9,28313,162.9,391,403.5,11526.2,2191.4,264.7,120.7,992.9,"21,86,589.0",972.4,10593.7,"37,00,437.2",904.3,"3,17,781.3",251.9,6758.3,264.7,1602.5,2191.4,391,407.4
29/10/1999,310.7,290.4,32946.3,187.5,459,463,13499.4,2572,310.7,146.1,1165.3,"23,38,131.1",1141.3,12243.6,"43,50,855.2",1061.2,"3,74,391.5",290.4,8024.2,310.7,1894.6,2572,459,476.9
30/11/1999,293.2,284,30682.5,180.8,430,455.9,12723.1,2427.1,293.2,146.6,1099.6,"20,50,526.5",1076.9,11355.4,"41,08,134.0",1003.2,"3,44,676.6",284,7730,293.2,1800.2,2427.1,430,458.9
31/12/1999,283.1,280,29055.4,175.5,417.6,448.2,12307.4,2343.6,283.1,149.6,1061.7,"20,24,636.5",1039.7,10846.4,"39,68,515.3",969.3,"3,21,751.8",280,7613.9,283.1,1739.8,2343.6,417.6,442.4
31/01/2000,284.3,280.9,29969.8,173.3,411.8,452.5,12383.2,2353.9,284.3,155.3,1066.3,"20,69,501.0",1044.3,10626.6,"39,92,290.3",974.1,"3,21,342.9",280.9,8059.4,284.3,1742.1,2353.9,411.8,432.5
29/02/2000,299.9,304.9,32820.3,187.4,435.2,489.9,13076.2,2482.3,299.9,169.1,1124.6,"22,25,847.1",1101.4,11322.2,"42,15,363.4",1027.1,"3,38,685.6",304.9,8622.6,299.9,1894.6,2482.3,435.2,477.5
31/03/2000,286.4,296.8,30451.5,181.2,418.3,476.2,12481.8,2370.9,286.4,166.3,1074.1,"21,37,488.3",1051.9,10855.4,"40,26,941.9",983.1,"3,19,660.5",296.8,8156.8,286.4,1851.5,2370.9,418.3,469.9
28/04/2000,279.7,295.4,29544.7,176.6,410.5,465,12205.7,2315.7,279.7,166.7,1049,"21,72,765.5",1027.3,10623,"39,33,143.4",960.1,"3,10,514.3",295.4,8003.6,279.7,1855.2,2315.7,410.5,469
31/05/2000,275.2,304,29797.8,182.6,411.6,473.1,12100.2,2278,275.2,170,1032.1,"22,95,849.1",1010.7,10719.8,"38,73,366.9",947.1,"3,08,091.7",304,7797,275.2,1937.1,2278,411.6,476
30/06/2000,285.7,300.7,30307.7,189.4,422,469.4,12766.6,2365.1,285.7,176.1,1071.7,"24,60,128.7",1049.5,11163.7,"40,24,344.1",989.6,"3,19,341.5",300.7,8072.3,285.7,1975.3,2365.1,422,480.1
31/07/2000,281.6,299.5,30440.9,186.6,416.2,464.4,12608.5,2331.3,281.6,176.8,1056.1,"25,77,848.3",1034.2,11332.6,"39,67,520.1",980.5,"3,13,913.9",299.5,7838.9,281.6,1939.6,2331.3,416.2,479.1
31/08/2000,274.5,303.3,29675,184.1,406.9,470.7,12537.3,2272.5,274.5,177.3,1029.5,"23,18,791.8",1008.1,11217.9,"38,71,134.6",960,"3,05,860.5",303.3,7615.8,274.5,1909.5,2272.5,406.9,471.9
29/09/2000,273.7,314.1,29213.3,190.7,406.6,480.6,12557.9,2265.7,273.7,181.9,1026.5,"23,60,137.3",1005.2,11472.2,"38,75,130.3",968.7,"3,05,463.8",314.1,7613.2,273.7,1961.6,2265.7,406.6,494.1
31/10/2000,270,316.2,29280.7,186.1,408.2,478.2,12511.2,2235.2,270,182.9,1012.7,"24,14,159.3",991.7,11684,"38,62,147.1",999.2,"3,04,862.8",316.2,7529.1,270,2019.4,2235.2,408.2,510.6
30/11/2000,266,311,28994,186.6,410.3,473,12441.9,2201.8,266,182,997.8,"24,87,373.6",977,11643.6,"38,44,075.2",1007.6,"3,07,823.7",311,7406.4,266,2045.3,2201.8,410.3,509.4
29/12/2000,271.5,303.9,30384.6,186,413.9,459.5,12690.7,2246.8,271.5,184.1,1018.1,"25,64,217.6",997,11764.1,"39,38,596.3",1035.1,"3,28,373.6",303.9,7607,271.5,2078.8,2246.8,413.9,498
31/01/2001,265.5,283.2,31011.5,179.8,399.1,432.9,12352.3,2197.6,265.5,178.3,995.7,"25,16,060.2",975.1,11452.9,"38,58,974.8",1020.9,"3,37,802.3",283.2,7541.7,265.5,2063.9,2197.6,399.1,478.4
28/02/2001,261.9,284.4,30435.5,180.2,398.6,436.8,12181.4,2167.5,261.9,201.7,982.1,"25,27,846.2",961.8,11167.4,"38,11,724.2",1016.5,"3,27,893.6",284.4,7499.9,261.9,2046.4,2167.5,398.6,490.6
30/03/2001,263,289.4,31928.8,182,409.9,444.3,12260.3,2177.2,263,255.4,986.5,"26,87,371.4",966.1,11560,"38,27,377.4",1019.2,"3,39,469.0",289.4,7551.3,263,2074.9,2177.2,409.9,522.5
30/04/2001,260.5,291.9,32219,181.5,405.5,446.4,12175.4,2156,260.5,318.5,976.9,"29,01,390.8",956.7,11844.5,"37,91,466.5",1012.2,"3,45,764.9",291.9,7525.7,260.5,2105.3,2156,405.5,520.1
31/05/2001,272.4,311.5,33173.6,191,419.7,477.6,12777.7,2254.3,272.4,309.9,1021.4,"30,71,386.3",1000.4,12391.8,"39,77,007.0",1057,"3,53,402.7",311.5,7911.2,272.4,2171.2,2254.3,419.7,523.4
29/06/2001,270.2,316.9,33055,192.8,411.9,482.5,12699,2236.7,270.2,330,1013.5,"30,57,267.7",992.6,12226,"39,91,175.4",1048.8,"3,49,579.4",316.9,7876.1,270.2,2177.5,2236.7,411.9,521.6
31/07/2001,267.5,310.9,33315.3,189.2,409.2,470.6,12608.9,2214.3,267.5,355.8,1003.4,"29,08,674.4",982.6,12203.2,"39,85,318.4",1055.3,"3,48,610.7",310.9,7823.6,267.5,2193.2,2214.3,409.2,525.4
31/08/2001,272.4,302.5,33071.9,189.6,419.3,458.1,12835.3,2254.5,272.4,382.5,1021.5,"24,44,395.0",1000.5,12234.2,"40,79,712.9",1143.3,"3,50,040.7",302.5,7998.7,272.4,2262.4,2254.5,419.3,519.6
28/09/2001,283.4,311,33597.7,193.7,444,463.5,13501.6,2345.8,283.4,421.7,1063,"26,36,663.4",1041,12564.1,"42,51,085.0",1206.5,"3,67,175.2",311,8347.4,283.4,2455.8,2345.8,444,561
31/10/2001,283.1,312.4,34340.4,195,444.6,462.3,13589.7,2342.8,283.1,455.4,1061.6,"28,53,850.7",1039.7,12660.6,"42,52,167.6",1204.9,"3,68,811.3",312.4,8369.6,283.1,2625.4,2342.8,444.6,561.1
30/11/2001,276.2,310.9,33792.6,192.4,439.9,455.9,13254.2,2285.8,276.2,420.3,1035.7,"29,16,479.2",1014.3,12259.5,"41,56,943.9",1177.8,"3,54,242.4",310.9,8241.3,276.2,2688.4,2285.8,439.9,534.5
31/12/2001,275.9,308.9,35036.1,191.6,434.7,455.7,13205.2,2283.2,275.9,400.8,1034.5,"28,31,577.5",1013.2,12110,"41,56,271.2",1218.6,"3,55,317.4",308.9,8324.6,275.9,3194.9,2283.2,434.7,536.1
31/01/2002,281.5,318.8,37348.1,196.6,450.5,470.2,13596.5,2330,281.5,384.7,1055.8,"29,25,867.6",1034,12390.5,"42,52,076.5",1298.2,"3,70,743.6",318.8,8611.2,281.5,3265.9,2330,450.5,544.8
28/02/2002,295.5,339.5,39476.6,207.7,471.5,501.6,14378.4,2445.7,295.5,402.8,1108.2,"30,22,141.3",1085.4,12949.9,"44,70,790.4",1366.9,"3,90,255.0",339.5,9122.2,295.5,3395.9,2445.7,471.5,576.3
29/03/2002,294.1,335.4,38508,206.7,466.5,492.3,14325.4,2433.9,294.1,399.8,1102.8,"29,14,224.7",1080.1,12758.4,"44,58,291.8",1361.9,"3,88,948.8",335.4,9148.8,294.1,3373.4,2433.9,466.5,560.1
30/04/2002,302.7,341.4,39530.2,209.7,478.6,500.4,14799.4,2505.4,302.7,400.1,1135.1,"28,69,777.7",1111.8,13139.6,"46,05,576.8",1401.7,"3,98,807.0",341.4,9445,302.7,3348.9,2505.4,478.6,565.3
31/05/2002,314.5,342.9,39703.4,215.5,487,499.6,15400.2,2603,314.5,441.3,1179.4,"28,63,073.8",1155.1,13458.7,"47,93,631.9",1453.6,"3,96,790.5",342.9,9836.6,314.5,3182.9,2603,487,571
28/06/2002,321.2,335.3,39574.6,216.2,492.3,493.7,15714.3,2658.4,321.2,496.9,1204.5,"28,01,198.5",1179.7,13526.4,"49,02,979.5",1486.7,"3,92,741.7",335.3,10102.5,321.2,3278.7,2658.4,492.3,565.7
31/07/2002,313.3,315.7,36975.9,201.5,484.2,461.6,15270.2,2593,313.3,520.8,1174.9,"28,09,582.3",1150.7,12922.2,"47,94,156.3",1451,"3,71,231.0",315.7,9883.1,313.3,3162.7,2593,484.2,566.2
30/08/2002,310.3,317.2,36918.3,201.8,487.2,464.4,15067,2567.9,310.3,508.4,1163.5,"27,68,645.7",1139.5,13079.6,"47,55,127.1",1437,"3,71,333.9",317.2,9800,310.3,3279.9,2567.9,487.2,573.2
30/09/2002,319.1,325.3,38579.9,205.1,502.6,476.4,15452.8,2641.5,319.1,528.1,1196.9,"28,58,141.3",1172.2,13674.3,"48,94,172.5",1479.2,"3,86,235.1",325.3,10103.2,319.1,3381.4,2641.5,502.6,583.8
31/10/2002,316.6,322.5,39209.4,203.3,499.6,472.5,15303.8,2620.1,316.6,524.6,1187.2,"28,94,425.4",1162.7,13812.1,"48,60,618.5",1466.4,"3,92,615.0",322.5,10041.7,316.6,3262.3,2620.1,499.6,575.3
29/11/2002,319.1,318.5,38762.2,202.9,501.3,467.3,15391,2641,319.1,512.1,1196.6,"28,93,030.9",1172,13819.9,"49,05,438.8",1478.6,"3,86,470.4",318.5,10158,319.1,3074.3,2641,501.3,568.4
31/12/2002,331.9,326.3,40539.3,209.4,517.6,479.4,15973.1,2747.4,331.9,525.5,1244.8,"29,61,648.7",1219.1,14382,"51,09,980.1",1537.5,"4,01,314.1",326.3,10573.6,331.9,2976.2,2747.4,517.6,589.9
31/01/2003,356.9,335.9,42392.4,220.7,549.9,491.2,17094.4,2953.7,356.9,594.1,1338.3,"31,72,037.2",1310.7,15259.4,"55,02,149.0",1684.8,"4,20,205.3",335.9,11361.7,356.9,3101.9,2953.7,549.9,611.9
28/02/2003,359,333,42880.3,223.2,543.1,488.6,17136.7,2971.3,359,586.3,1346.2,"31,92,660.9",1318.5,15397.6,"55,39,594.4",1979.8,"4,27,784.8",333,11367.4,359,2970.3,2971.3,543.1,603.3
31/03/2003,340.6,315,40390.1,215,502.6,462.8,16221.2,2818.8,340.6,569.8,1277.1,"30,38,554.5",1250.8,14561.6,"52,58,463.0",1939.5,"4,20,964.4",315,10709.3,340.6,2737.1,2818.8,502.6,565.7
30/04/2003,328.2,302.3,39347.9,208.4,478.8,452.2,15547.4,2716.4,328.2,534.3,1230.7,"28,90,958.8",1205.4,14086.5,"50,73,845.1",1922.8,"4,04,596.8",302.3,10239.2,328.2,2513.5,2716.4,478.8,538.6
30/05/2003,355.7,307.4,41713.4,219.1,491.6,465.6,16744.2,2943.9,355.7,530.4,1333.9,"29,96,507.7",1306.4,14998.7,"55,01,310.6",2119.8,"4,26,954.7",307.4,10994.8,355.7,2732,2943.9,491.6,549.4
30/06/2003,356.4,305.4,42166.8,214.6,482.4,470.4,16640.5,2949.6,356.4,509.4,1336.4,"29,30,094.8",1308.9,14842.1,"55,18,031.7",2136.3,"4,25,465.7",305.4,10859.2,356.4,2805.4,2949.6,482.4,535.9
31/07/2003,351,308.6,41658.9,216.2,484.6,477.3,16221.3,2905.5,351,493.2,1316.4,"29,27,177.6",1289.3,14665.4,"54,43,746.9",2142.3,"4,14,366.7",308.6,10655,351,2645.3,2905.5,484.6,530.3
29/08/2003,359.8,322.3,42714.5,225.6,502.1,496.4,16520,2977.8,359.8,504.8,1349.2,"30,62,640.6",1321.4,14984.7,"55,82,491.9",2211.1,"4,24,092.3",322.3,10923.5,359.8,2654,2977.8,502.1,552
30/09/2003,379,336.9,43535.2,235,517,521.2,17365.8,3136.6,379,522.5,1421.2,"32,04,008.4",1391.8,15335.9,"58,86,948.4",2327.4,"4,41,435.9",336.9,11593.9,379,2766.2,3136.6,517,572.3
31/10/2003,378.9,323.5,41477.3,225.7,500.9,501,17195.6,3136.2,378.9,545.1,1421,"31,97,786.8",1391.7,15053.9,"59,00,713.3",2327,"4,42,259.2",323.5,11414.9,378.9,2637.4,3136.2,500.9,545.4
28/11/2003,389.9,332.8,42555.8,230.7,511.5,518.9,17756.6,3227.3,389.9,575.8,1462.3,"33,14,757.8",1432.1,15564.5,"60,97,347.4",2397.1,"4,62,464.5",332.8,11617.4,389.9,2617.3,3227.3,511.5,544.1
31/12/2003,407,331.8,43890.8,232.9,535.2,515.8,18538.2,3368.4,407,584.3,1526.2,"34,54,718.5",1494.7,16173.9,"63,63,694.4",2506.6,"4,84,718.6",331.8,11980.6,407,2644.2,3368.4,535.2,551.3
30/01/2004,413.8,327.8,43990.1,226.9,536.6,513.4,18794.8,3424.9,413.8,557.6,1551.8,"34,69,316.7",1519.9,16180.2,"64,83,168.0",2550.7,"4,89,577.7",327.8,11927.5,413.8,2879.1,3424.9,536.6,536.9
27/02/2004,404.9,320.3,43176.3,216.8,538.6,504,18312.7,3351.2,404.9,538.6,1518.4,"34,13,922.0",1487.1,15820.1,"63,66,997.7",2500.7,"4,72,152.5",320.3,11541.9,404.9,2731.9,3351.2,538.6,520.9
31/03/2004,406.7,331.5,44106.9,222.6,540.4,519.1,18270.1,3366,406.7,537.5,1525,"34,89,038.8",1493.7,16040.9,"64,05,463.9",2517.3,"4,74,095.5",331.5,11602.6,406.7,2687.6,3366,540.4,542.5
30/04/2004,403.3,336.4,43445.9,223.9,541.6,523.3,17697.8,3337.8,403.3,551.3,1512.3,"34,78,531.4",1481.2,15906.2,"63,40,635.3",2496.5,"4,64,926.3",336.4,11585,403.3,2655.4,3337.8,541.6,543.2
31/05/2004,383.8,319.8,43084.4,214.7,529.1,492.4,17331.1,3176.6,383.8,583.5,1439.3,"34,57,972.4",1409.6,15568.1,"60,42,354.0",2374.4,"4,51,824.5",319.8,11125.8,383.8,2601.4,3176.6,529.1,545.5
30/06/2004,392.4,323.1,42917.9,214.7,532.8,490.6,17842.5,3247.5,392.4,586.3,1471.5,"36,85,058.4",1441.2,16010.2,"61,72,277.8",2432.6,"4,54,571.6",323.1,11390.9,392.4,2518.9,3247.5,532.8,565.1
30/07/2004,398.1,324.5,43556.1,216,526.7,495.5,18313.2,3294.9,398.1,578.6,1492.9,"35,97,136.6",1462.2,16293,"62,63,114.5",2471.5,"4,61,052.0",324.5,11576,398.1,2439.2,3294.9,526.7,556.1
31/08/2004,400.5,328.3,44161.4,219.9,525.6,505.1,18543.6,3314.9,400.5,592.1,1502,"37,04,218.8",1471.1,16620.3,"63,12,059.0",2488.6,"4,63,686.8",328.3,11703.9,400.5,2585.8,3314.9,525.6,562.5
30/09/2004,405.3,331.9,44620.6,226.1,522.5,512.2,18660,3354.3,405.3,609.6,1519.9,"37,22,495.1",1488.6,16802.8,"63,85,324.5",2524.5,"4,65,393.9",331.9,11841.9,405.3,2648.4,3354.3,522.5,577.2
29/10/2004,420.5,336.5,45747.1,232.8,524.3,519,19229.4,3480,420.5,626.5,1576.8,"38,26,608.7",1544.4,17363.8,"66,24,147.1",2623.7,"4,80,018.9",336.5,12215.6,420.5,2686.8,3480,524.3,573.1
30/11/2004,439.4,337.9,45993.8,236.2,525.6,514.1,19796.1,3636.5,439.4,637.2,1647.7,"39,61,912.9",1613.7,17694.7,"69,24,788.8",2736,"4,77,252.2",337.9,12550.3,439.4,2652.3,3636.5,525.6,569.9
31/12/2004,442.1,330.8,45961.3,229.3,539.4,507.7,19417.4,3658.8,442.1,620.4,1657.9,"40,74,686.6",1623.6,17347.2,"69,74,384.8",2748.2,"4,65,229.9",330.8,12344.3,442.1,2543.8,3658.8,539.4,577.5
31/01/2005,424,323.9,43831,226,519.5,501.1,18523,3509.5,424,574.4,1590.2,"38,99,854.4",1557.3,16422.2,"66,92,656.1",2498.3,"4,40,219.5",323.9,11861.4,424,2540.7,3509.5,519.5,554.2
28/02/2005,423.4,325.3,44440.2,224.3,525.1,504.2,18481.5,3503.8,423.4,556,1587.7,"39,16,273.7",1554.9,16283.5,"66,88,207.7",2460.4,"4,32,648.4",325.3,11835.1,423.4,2544.1,3503.8,525.1,542
31/03/2005,434.3,328.7,45647,227.7,527.9,509.3,18957.7,3594.7,434.3,568.3,1628.8,"40,72,054.8",1595.2,16747.4,"68,66,873.2",2520.2,"4,37,413.3",328.7,11999.4,434.3,2614.2,3594.7,527.9,552.3
29/04/2005,429.2,331.7,46030.3,226.4,530.7,513.2,18760.7,3552.5,429.2,584.3,1609.7,"41,02,157.9",1576.5,16974.4,"67,93,497.4",2489.5,"4,33,627.1",331.7,11932.5,429.2,2640.7,3552.5,530.7,555.2
31/05/2005,421.9,332.5,44994.8,227.6,529.9,513.8,18341.2,3491.6,421.9,577.4,1582.1,"39,98,213.4",1549.5,16799.8,"66,82,889.4",2446,"4,22,980.0",332.5,11792.4,421.9,2676.1,3491.6,529.9,551
30/06/2005,430.7,354.3,46825.6,236.9,534.2,545.3,18757.9,3564.3,430.7,585.2,1615,"41,47,280.8",1581.8,17629.1,"68,30,689.5",2496.3,"4,35,999.6",354.3,12282.4,430.7,2904.5,3564.3,534.2,561.5
29/07/2005,424.5,352.7,47517.1,242.4,519.7,549.5,18460.4,3489.5,424.5,567.9,1591.9,"41,63,412.9",1559.1,17702.4,"67,35,694.0",2453.8,"4,40,298.5",352.7,12180.1,424.5,2845.6,3489.5,519.7,564.2
31/08/2005,437.9,356.1,48441.2,244.1,527.6,553.2,19085.3,3548.1,437.9,588.7,1642.4,"43,62,387.7",1608.5,18017.5,"69,51,049.4",2528,"4,47,400.4",356.1,12469.1,437.9,2830.7,3548.1,527.6,574.9
30/09/2005,456.1,372.5,50677.7,252.4,537.3,577.3,20011.1,3690.3,456.1,611.9,1710.5,"46,67,042.8",1675,18720.4,"72,42,476.8",2629.9,"4,69,673.3",372.5,12942.4,456.1,2901.6,3690.3,537.3,595.8
31/10/2005,469.9,390.9,53971.6,266.4,553.2,605.5,21049.6,3801.1,469.9,637.3,1762.6,"47,40,756.9",1725.8,19224.5,"74,72,628.3",2707.2,"4,91,644.5",390.9,13420.2,469.9,3094.1,3801.1,553.2,623.5
30/11/2005,476.7,404.6,56475.6,275,563.3,625.3,21769.3,3853.2,476.7,647.8,1787.7,"47,84,207.8",1750.8,19606.3,"75,79,782.3",2745.8,"4,96,037.1",404.6,13718.1,476.7,3170.6,3853.2,563.3,648.4
30/12/2005,510.1,430,60556.7,291.7,592.1,665.2,23298,4119.6,510.1,689.8,1913.1,"50,24,330.0",1873.6,20978.9,"81,13,252.6",2932,"5,22,699.1",430,14692.4,510.1,3243.4,4119.6,592.1,685.1
31/01/2006,549.9,453.5,63480,311,636.6,702.6,24324,4434.6,549.9,733.1,2062.2,"52,01,502.9",2019.7,21742.5,"87,50,038.4",3154.4,"5,39,851.7",453.5,15575.8,549.9,3341.5,4434.6,636.6,733
28/02/2006,555,465,65429.5,317.7,637.8,724.7,24565.6,4467.9,555,735.6,2081.4,"51,36,238.0",2038.5,21860.6,"88,37,306.6",3182.7,"5,38,401.2",465,15652.4,555,3394.7,4467.9,637.8,748.5
31/03/2006,557.1,463.3,65352.1,319.5,644.9,727.3,24750.2,4475.9,557.1,744.6,2089.3,"51,02,303.4",2046.1,21703.8,"88,65,592.7",3198,"5,43,162.4",463.3,15522.6,557.1,3481.3,4475.9,644.9,767.3
28/04/2006,610.7,497.2,71398.9,345.2,698.5,783,27413.1,4893.7,610.7,814.3,2290.3,"54,49,063.9",2242.9,23177.4,"97,29,021.2",3510.5,"5,81,505.0",497.2,16817.4,610.7,3714.2,4893.7,698.5,828.4
31/05/2006,675.4,528.6,75389.3,361.1,749.8,822.7,30618.5,5412.5,675.4,971.7,2532.5,"60,94,246.1",2480.5,25658.9,"1,07,85,714.4",3893,"6,35,469.2",528.6,18259.7,675.4,4271,5412.5,749.8,883.8
30/06/2006,596.2,470.9,68310.1,323.4,664.1,734.6,27435.6,4772.5,596.2,955.8,2235.9,"55,82,800.1",2189.6,22870.8,"95,28,377.7",3433.8,"5,69,030.3",470.9,16093.6,596.2,4154,4772.5,664.1,805.9
31/07/2006,633.7,499.5,73303.5,343.5,715.1,783.7,29447.3,5063.4,633.7,982.8,2376.7,"57,86,829.9",2327.6,24069,"1,01,37,789.3",3643.2,"6,02,559.7",499.5,17052.3,633.7,4482.4,5063.4,715.1,842.1
31/08/2006,632.6,493.7,73282.7,333.9,707.9,778.9,29436.7,5043.6,632.6,928,2372.5,"57,51,598.3",2323.5,23785.7,"1,01,27,953.9",3633.1,"6,07,987.1",493.7,16923.4,632.6,4389.5,5043.6,707.9,828.7
29/09/2006,598.2,470.1,70058.1,317.4,667.6,744.6,27583.2,4745.7,598.2,886.4,2243.4,"54,73,109.0",2197.1,22397.6,"95,90,895.5",3433.6,"5,70,038.1",470.1,16007.6,598.2,4450.3,4745.7,667.6,791.8
31/10/2006,585.8,464.4,69511.8,312.3,661,738.4,26628,4628.7,585.8,865.8,2196.4,"53,74,841.7",2151.5,21853.8,"94,08,536.2",3360.5,"5,58,507.2",464.4,15737.8,585.8,4475.8,4628.7,661,777.2
30/11/2006,627.8,487.1,73626.4,328.4,713.6,775.5,28147.2,4936.6,627.8,915.2,2354.6,"57,37,641.6",2306,22928.6,"1,00,99,787.6",3593.3,"5,87,303.2",487.1,16695.1,627.8,4549.4,4936.6,713.6,812.8
29/12/2006,629.8,476.5,73663.3,320.7,725.5,760.5,28116.5,4927.4,629.8,902.1,2361.9,"57,25,087.1",2313.1,22481.4,"1,01,18,408.0",3600.3,"5,82,313.9",476.5,16550.7,629.8,4435.2,4927.4,725.5,801.4
31/01/2007,631.2,485.9,76029,322.2,742.4,784.9,27961.2,4915.5,631.2,899.4,2367.3,"57,27,884.2",2318.2,22345.4,"1,01,33,526.0",3600.5,"5,91,362.2",485.9,16724,631.2,4538.1,4915.5,742.4,806.4
28/02/2007,664.7,508.2,80088.8,339.5,778.4,823.8,29348.2,5151.8,664.7,929.2,2493.1,"60,27,945.0",2441.3,22589.8,"1,06,31,069.5",3788.3,"6,22,956.4",508.2,17488,664.7,4771.2,5151.8,778.4,849.3
30/03/2007,654.9,494.5,76813.8,336.3,765,797.7,28785,5067.6,654.9,922.3,2455.6,"60,05,972.1",2404.7,21936.4,"1,04,85,740.6",3733.8,"6,17,581.0",494.5,17095.6,654.9,4815.4,5067.6,765,825.9
30/04/2007,679.4,502,80766.2,341.2,769.5,822.4,28611.5,5247.5,679.4,922,2548,"61,77,502.0",2494.9,23696.2,"1,08,95,179.0",3865.7,"6,32,311.1",502,17533,679.4,4825.1,5247.5,769.5,820.1
31/05/2007,666.9,493.4,80552.8,336.2,730.1,814.4,27238.3,5118.7,666.9,890.3,2501,"58,95,945.7",2449.1,23089.3,"1,07,08,805.6",3794.8,"6,18,892.1",493.4,17219.7,666.9,4681.5,5118.7,730.1,808
29/06/2007,655.5,488.6,80400.9,330,698,808.4,26735.6,5003,655.5,864.9,2458.4,"58,88,820.6",2407.5,22668,"1,05,63,111.7",3733.7,"6,08,392.9",488.6,16987.1,655.5,4691.6,5003,698,778.2
31/07/2007,665.3,484.8,80808.9,327.1,698.8,803.3,26890,5039.7,665.3,851.5,2495.2,"60,35,213.9",2443.4,22421.7,"1,07,34,589.7",3780.3,"6,11,073.4",484.8,16985.9,665.3,4639.4,5039.7,698.8,767.1
31/08/2007,665.4,488.5,77673.8,330.9,704.2,800.2,27161.7,5039.5,665.4,874.7,2495.8,"62,35,382.7",2443.9,22749.3,"1,07,87,003.2",3763.5,"6,21,903.9",488.5,17051.9,665.4,4807.8,5039.5,704.2,803.7
28/09/2007,712.7,512.3,81988.2,353.1,731.3,844.7,28735.7,5360.6,712.7,897.8,2670,"66,28,552.0",2616.8,24412.4,"1,15,43,558.2",4012.4,"6,62,249.7",512.3,18027.7,712.7,5063.7,5360.6,731.3,841.9
31/10/2007,754.6,530.3,87434,369,736.2,886.1,29824.5,5661.3,754.6,905.2,2822.7,"68,66,299.8",2770.9,25775.8,"1,21,36,690.4",4182.7,"6,90,258.0",530.3,18776,754.6,5102.9,5661.3,736.2,839.3
30/11/2007,806.3,549.4,89433.9,389.5,779.2,905.7,31812.3,5982.8,806.3,960.3,3007,"74,71,028.8",2958.8,27318.6,"1,29,50,947.4",4444.4,"7,40,207.8",549.4,19727.9,806.3,5414.1,5982.8,779.2,900.7
31/12/2007,803.2,551.5,90202,397.3,806.8,915.1,31693.9,5924.8,803.2,947.4,3009.8,"75,03,725.7",2950,27075.5,"1,28,84,709.2",4443.5,"7,47,254.5",551.5,19735.2,803.2,5477.8,5924.8,806.8,920.8
31/01/2008,889.6,604.4,95794.6,451.6,900.1,978.8,35020.6,6440.7,889.6,1045.4,3336.3,"83,64,140.3",3267.2,29517.2,"1,42,20,660.9",4901.8,"8,38,670.2",604.4,21776.3,889.6,6235.9,6440.7,900.1,1009.1
29/02/2008,922.3,625.3,98777.6,469.6,921.7,1005.3,36671,6608.3,922.3,1103.4,3458.1,"84,66,224.9",3387,30026.1,"1,47,15,129.1",5080.1,"8,70,639.6",625.3,22595.1,922.3,7066,6608.3,921.7,1010.1
